data,language
আমরা সিস্টেমের উন্নতির জন্য এবং সিস্টেমের বিধানের আনুষঙ্গিক বা আনুষঙ্গিক সমস্ত কাজের জন্য এবং নতুন প্রযুক্তি এবং পরিষেবাগুলি বিকাশ ও প্রদানের জন্য একটি নির্দিষ্ট প্রয়োজনীয় ক্রিয়াকলাপ সম্পাদন করতেও তথ্য ব্যবহার করতে পারি।,bn
2.6. সমীক্ষা এবং প্রতিক্রিয়া।,bn
সিস্টেমটি সিস্টেমের কর্মক্ষমতা এবং অভিজ্ঞতা সম্পর্কে মতামত নেয়।,bn
"উপরের ধারা 1 এর অধীনে নিবন্ধনের সময় আপনার কাছ থেকে সংগৃহীত ব্যক্তিগত তথ্য নিরাপদে সংরক্ষণ করা হবে এবং শুধুমাত্র ভারত সরকার বা রাজ্য সরকারগুলি স্বাস্থ্যের উন্নতি এবং স্থিতি, রিপোর্ট তৈরি, হিট ম্যাপ এবং অন্যান্য পরিসংখ্যানগত ভিজ্যুয়ালাইজেশন তৈরি করার উদ্দেশ্যে ব্যবহার করতে পারে দেশে পোশান ট্র্যাকার পরিচালনার উদ্দেশ্যে।",bn
আপনার রেফারেন্স আইডি (মোবাইল নম্বর) উপরের ধারা 1 অনুযায়ী SMS এর মাধ্যমে আপনার সাথে যোগাযোগ করার জন্য শুধুমাত্র আপনার ব্যক্তিগত তথ্যের সাথে সহ-সম্পর্কিত হবে।,bn
3.2. আইনি প্রকাশ।,bn
"আমরা একটি আইনি অনুরোধ, সপিনা, বা অন্যান্য আইনি প্রক্রিয়ার প্রতিক্রিয়া হিসাবে আপনার তথ্য অ্যাক্সেস করতে, সংরক্ষণ করতে এবং শেয়ার করতে পারি বা যদি আমরা বিশ্বাস করি যে প্রকাশটি (1) জালিয়াতি বা বেআইনি কার্যকলাপের বিষয়ে তদন্ত, প্রতিরোধ বা ব্যবস্থা নেওয়ার জন্য যুক্তিসঙ্গতভাবে প্রয়োজনীয়।",bn
বা সরকারী প্রয়োগকারী সংস্থাগুলিকে সহায়তা করা; (2) আপনার সাথে আমাদের চুক্তি কার্যকর করা; (3) কোনো তৃতীয় পক্ষের দাবি বা অভিযোগের বিরুদ্ধে তদন্ত এবং আত্মরক্ষা করা; (4) আমাদের পরিষেবাগুলির নিরাপত্তা বা অখণ্ডতা রক্ষা করা (যেমন একই ধরনের থ্রেটের সম্মুখীন কোম্পানিগুলির সাথে ভাগ করে নেওয়ার মাধ্যমে); অথবা (5) যে কোনো ব্যক্তির অধিকার ও নিরাপত্তা প্রয়োগ বা রক্ষা করা।,bn
"ক্লজ 1 এর অধীনে সংগৃহীত সমস্ত ব্যক্তিগত তথ্য অ্যাপ্লিকেশন সার্ভারে সংরক্ষণ করা হবে, যে পরিমাণ এই ধরনের তথ্য ইভেন্টের জন্য নিবন্ধিত ব্যক্তিদের সাথে সম্পর্কিত।",bn
"পোশান ট্র্যাকারে নিবন্ধিত ব্যবহারকারীদের ব্যক্তিগত ডেটা বা এই জাতীয় ডেটাসেটগুলি ব্যবহার করে তৈরি করা কোনও রিপোর্ট, হিট ম্যাপ বা অন্যান্য ভিজ্যুয়ালাইজেশন দ্বারা তৈরি বেনামী, সমষ্টিগত ডেটাসেটের ক্ষেত্রে এখানে উল্লেখ করা কিছুই প্রযোজ্য হবে না।",bn
"যদিও, পরিবর্তনগুলি শুধুমাত্র সময়ে সময়ে পোশান ট্র্যাকার সিস্টেম দ্বারা নির্ধারিত অনুসারেই করা যেতে পারে।",bn
আপনি আমাদের কাছ থেকে যে যোগাযোগগুলি পান আপনি সেগুলি কীভাবে গ্রহণ করবেন আপনি তা পরিচালনা করতে পারবেন না।,bn
"উপরন্তু, যখনই আপনি সিস্টেমে আপনার অ্যাকাউন্ট বা এটি সম্পর্কিত কোনো তথ্য পরিবর্তন করেন বা অ্যাক্সেস করেন, আমরা একটি সুরক্ষিত সার্ভার ব্যবহারের প্রস্তাব দিই।",bn
"এটি আরও স্পষ্ট করা হয়েছে যে, যতক্ষণ না আপনি সিস্টেমটি অ্যাক্সেস করেন এবং/অথবা ব্যবহার করেন (প্রত্যক্ষ বা পরোক্ষভাবে), তা নিশ্চিত করা বাধ্যতামূলক যে আপনি, সর্বদা, আপনার দিক থেকে, পর্যাপ্ত শারীরিক, ব্যবস্থাপনাগত এবং প্রযুক্তিগত সুরক্ষা গ্রহণ করেছেন আপনার ডেটার অখণ্ডতা এবং সুরক্ষা সংরক্ষণ করতে যা আপনার ব্যক্তিগত তথ্য অন্তর্ভুক্ত করবে এবং সীমাবদ্ধ থাকবে না।",bn
পরিবর্তনের জন্য আপনার এই গোপনীয়তা নীতি নিয়মিত পর্যালোচনা করা উচিত।,bn
"আমরা বাণিজ্যিকভাবে যুক্তিসঙ্গত প্রচেষ্টা ব্যবহার করব সাধারণভাবে এই গোপনীয়তা নীতিতে যেকোন উপাদান পরিবর্তনের সমস্ত ব্যবহারকারীকে অবহিত করার জন্য, যেমন সিস্টেমে একটি নোটিশের মাধ্যমে।",bn
"যদিও, সিস্টেমের একজন ব্যবহারকারী হিসাবে, যেকোনো পরিবর্তনের জন্য আপনার নিয়মিত গোপনীয়তা নীতি দেখা উচিত।",bn
"আমরা এই গোপনীয়তা নীতির শীর্ষে ""শেষ আপডেট করা"" তারিখটিও আপডেট করে দেবো, যা এই গোপনীয়তা নীতির কার্যকর তারিখকে প্রতিফলিত করে।",bn
নতুন গোপনীয়তা নীতির তারিখের পরে আপনার ক্রমাগত অ্যাক্সেস বা সিস্টেমের ব্যবহার নতুন গোপনীয়তা নীতিতে আপনার গ্রহণযোগ্যতা তৈরী করে।,bn
আপনি যদি নতুন গোপনীয়তা নীতির ব্যাপারে সম্মত না হন তাহলে আপনাকে অবশ্যই সিস্টেম অ্যাক্সেস করা এবং/অথবা ব্যবহার করা বন্ধ করতে হবে।,bn
"আপনি এতদ্বারা স্বীকার করছেন যে আপনার তথ্যের যেকোনো সংগ্রহ, সঞ্চয়, প্রক্রিয়াকরণ বা অন্যান্য ব্যবহার এই ধরনের সংগ্রহ, সঞ্চয়, প্রক্রিয়াকরণ বা অন্যান্য ব্যবহারের সময় প্রযোজ্য গোপনীয়তা নীতি দ্বারা পরিচালিত হবে।",bn
পোশান ট্র্যাকার হল মহিলা ও শিশু উন্নয়ন মন্ত্রকের একটি প্রকল্প।,bn
ডিজিটাল ইন্ডিয়া কর্পোরেশন MoWCD-এর প্রযুক্তিগত অংশীদার।,bn
পোশান ট্র্যাকার ভারত থেকে অপুষ্টি দূরীকরণের উপর দৃষ্টি নিবদ্ধ করে।,bn
